state_id,domain,entity_id,state,attributes,event_id,last_changed,last_updated,created,old_state_id,attributes_id,origin_idx,context_id,context_user_id,context_parent_id,last_updated_ts,last_changed_ts
223353698,NULL,sensor.water_tank_liters,5731,NULL,NULL,NULL,2023-02-01 21:40:33.947229,NULL,223353660,29,0,01GR7ES80T65J059JFZM7P98NZ,NULL,NULL,1675287633.94723,NULL
218651002,NULL,sensor.water_tank_liters,8907,NULL,NULL,NULL,2023-01-22 15:58:58.782784,NULL,218650930,29,0,01GQD38K6X66RRBX1PC3WQJ28N,NULL,NULL,1674403138.78278,NULL
219336799,NULL,sensor.water_tank_liters,8903,NULL,NULL,NULL,2023-01-24 02:20:15.018120,NULL,219336749,29,0,01GQGS6WS939J5HVFMZXV7XNAT,NULL,NULL,1674526815.01812,NULL
230635384,NULL,sensor.water_tank_liters,6678,NULL,NULL,NULL,NULL,NULL,230635343,29,0,01GSBTRSN6NYB5FVRD0V64YENJ,NULL,NULL,1676508161.7026,NULL
229451665,NULL,sensor.water_tank_liters,8915,NULL,NULL,NULL,NULL,NULL,229451635,29,0,01GS63RSWKJC4T107R3P1CEZEM,NULL,NULL,1676316272.53181,NULL
220475219,NULL,sensor.water_tank_liters,8907,NULL,NULL,NULL,2023-01-26 14:55:43.344022,NULL,220475203,29,0,01GQQ97MQF0CECRMQ01PETDYND,NULL,NULL,1674744943.34402,NULL
239769997,NULL,sensor.water_tank_liters,8816,NULL,NULL,NULL,NULL,NULL,239769856,29,0,01GTSD6RGW1VFS9MK3YDRC3590,NULL,NULL,1678037443.10378,NULL
231881112,NULL,sensor.water_tank_liters,7724,NULL,NULL,NULL,NULL,NULL,231881072,29,0,01GSHRA9G2ZYGSMHKMVNH92CQP,NULL,NULL,1676706915.84307,NULL
215117090,NULL,sensor.water_tank_liters,8927,NULL,NULL,NULL,2023-01-14 18:47:29.702268,NULL,215117032,29,0,01GPRSQD55KD234T83BHP4B8BX,NULL,NULL,1673722049.70227,NULL
225369696,NULL,sensor.water_tank_liters,6396,NULL,NULL,NULL,NULL,NULL,225369639,29,0,01GRJ1XQEA6MMCBAEG1W7R2Q37,NULL,NULL,1675643248.07586,NULL
228228905,NULL,sensor.water_tank_liters,8905,NULL,NULL,NULL,NULL,NULL,228228868,29,0,01GS00X63PATDAB90M55NEZ6GS,NULL,NULL,1676111943.79907,NULL
227305007,NULL,sensor.water_tank_liters,8911,NULL,NULL,NULL,NULL,NULL,227304941,29,0,01GRVQC7BDX5Q4FW1TN9MJBZTN,NULL,NULL,1675967733.10301,NULL
243158924,NULL,sensor.water_tank_liters,8917,NULL,NULL,NULL,NULL,NULL,243158895,29,0,01GV9TFWKT86TXDK7ZQSX110JQ,NULL,NULL,1678588244.60459,NULL
239329206,NULL,sensor.water_tank_liters,8320,NULL,NULL,NULL,NULL,NULL,239329048,29,0,01GTQ71P0WM1YV8C8PTTD2Y16F,NULL,NULL,1677963876.38122,NULL
229358427,NULL,sensor.water_tank_liters,8911,NULL,NULL,NULL,NULL,NULL,229358381,29,0,01GS5N8FWZFQ79BQNB7HE2S451,NULL,NULL,1676301057.95218,NULL
224620084,NULL,sensor.water_tank_liters,8143,NULL,NULL,NULL,2023-02-04 11:29:32.153077,NULL,224620058,29,0,01GRE30JFR0XEYDBRYJRYGAY7G,NULL,NULL,1675510172.15308,NULL
223405840,NULL,sensor.water_tank_liters,5673,NULL,NULL,NULL,2023-02-02 00:26:08.682970,NULL,223405767,29,0,01GR7R8DX9K0BYYSZ1YWJS4J2M,NULL,NULL,1675297568.68297,NULL
222563777,NULL,sensor.water_tank_liters,8909,NULL,NULL,NULL,2023-01-31 06:59:00.974341,NULL,222563706,29,0,01GR39YBQC64HDCSWDTH4A06GG,NULL,NULL,1675148340.97434,NULL
229440397,NULL,sensor.water_tank_liters,8912,NULL,NULL,NULL,NULL,NULL,229440359,29,0,01GS625HAPKEA3JZA0Z8RZZQEC,NULL,NULL,1676314592.59969,NULL
